Rank,Kanji,Word,Part of Speech,English Translation,Phrase,English Phrase
295,学校,gakkou,n.,school,私は歩いて学校へ通っている。,I go to school on foot.
296,生きる,ikiru,v.,live,九十歳まで生きる人は多くない。,There are not many people who live up to ninety years old.
297,なかなか,nakanaka,adv.,"very, quite; (not) easily",彼はなかなかテニスが上手い。,He plays tennis quite well.
298,先,saki,n.,"end, front",その犬は尻尾の先が茶色い。,The end of the dog’s tail is brown.
299,もっと,motto,adv.,more,もっといい方法があるはずだ。,There must be a better way.
300,ことができる,koto ga dekiru,cp.,"can, be able to",この図書館は誰でも利用することができる。,Everybody can use this library.
301,テーマ,teema,n.,"theme, subject",論文のテーマは何ですか。,What is the theme of your thesis?
302,世界,sekai,n.,world,これは世界で一番高いビルです。,This is the tallest building in the world.
303,状態,joutai,n.,"state, conditions",患者は危険な状態だ。,The patient is in a critical condition.
304,と,to,interj.,"well, erm (abbreviation of “eeto”)",と，まあ，そんな感じです。,"Erm, well, something like that."
305,もし,moshi,adv.,"if, in case",もしお金があったら、海外旅行がしたい。,"If I had enough money, I would travel abroad."
306,全然,zenzen,adv.,"(not) at all; utterly, completely",その新しいテレビドラマは全然面白くない。,The new TV drama series isn’t interesting at all.
307,飲む,nomu,v.,drink,昨日の夜は飲みすぎてしまった。,I drank too much alcohol last night.
308,新しい,atarashii,i-adj.,"new, fresh",新しいテレビを買った。,I bought a new TV.
309,の,no,p. disc.,EMOTION/QUESTION,どうして泣いてるの。,Why are you crying?
310,早い,hayai,i-adj.,"early, soon",諦めるのはまだ早い。,It’s too early to give up.
311,会う,au,v.,"meet, see",昨日、友達と会った。,I met a friend of mine yesterday.
312,アメリカ,amerika,n.,America,アメリカは大きい。,America is big.
313,あれ,are,pron.,that,あれは誰の車ですか。,Whose car is that?
314,小さい,chiisai,i-adj.,"small, little, tiny",このおもちゃは小さい子供向けです。,This toy is for small children.
315,相手,aite,n.,companion; partner,結婚したくても相手がいません。,I’d love to get married but can’t find a partner.
316,母,haha,n.,mother,私の母は六十歳です。,My mother is sixty years old.
317,以上,ijou,n.,more than; mentioned above; since,七十歳以上の高齢者が毎年増加している。,The number of people over seventy years old is increasing every year.
318,関係,kankei,n.,"relationship, connection",我が社は取引先とよい関係を築いている。,Our company has established a good business relationship with the client.
319,四,"yon, shi",n.,four,日本では四という数字は不吉と考えられてい る。,The number four is considered unlucky in Japan.
320,たぶん,tabun,adv.,"probably, perhaps, maybe",彼女はたぶん来ないでしょう。,She probably won’t come.
321,店,mise,n.,"store, shop",通りにはおしゃれな店が並んでいる。,The streets are lined with fashionable shops.
322,どんな,donna,adn.,"what, what kind of",明子さんのご主人はどんな人ですか。,What is Akiko’s husband like?
323,頭,atama,n.,head,彼は頭を掻いた。,He scratched his head.
324,電話（する）,denwa(suru),n. v.,"(tele)phone, call<br>(tele)phone, call",電話をお借りしてもいいですか。,Can I use your phone?
325,長い,nagai,i-adj.,long,彼女は髪が長い。,Her hair is long.
326,ことになる,koto ni naru,cp.,"it happens that ... , it is decided that",来月、神戸へ転勤することになりました。,They’ve decided to move me to Kobe next month.
327,本,hon,n.,book,彼はよく本を読んでいる。,He often reads books.
328,どの,dono,adn.,"which, what",どの人が田中さんですか。,Which is Mr. Tanaka?
329,こちら,kochira,pron.,"this place, here; this way; this",こちらへ来てください。,Please come this way.
330,いわゆる,iwayuru,adn.,"what is called, what you call, so-called",これがいわゆるスマートフォンです。,This is what is called a smartphone.
331,わ,wa,p. disc.,EXCLAMATION,まあ、きれいだわ。,How beautiful it is!
332,夜,yoru,n.,"night, evening",昨日の夜、どこにいたんですか。,Where were you last night?
333,別,betsu,na-adj.,"separate, different",恋愛と結婚は別だ。,A love affair and a marriage are two different things.
334,者,mono,n.,"person, people",担当の者が戻りましたら、折り返しお電話いた します。,"When the person in charge comes back, he will call you back."
335,タイトル,taitoru,n.,title,論文のタイトルを考えている。,I’m thinking about the title of my thesis.
336,親,oya,n.,parent,親を悲しませるようなことはするべきではな い。,You should not do things that make your parents sad.
337,名前,namae,n.,name,彼の名前が思い出せない。,I can’t remember his name.
338,全部,zenbu,adv.,"all, whole, entire",料理が多すぎて全部食べられなかった。,"There was too much food, and I couldn’t eat it all."
339,皆さん,mina-san,n.,"everybody, everyone",皆さん、こんばんは。,"Good evening, everyone."
340,により,ni yori,cp.,by; with; depending on,二十歳未満の若者の飲酒は、法律により禁止 されています。,Drinking alcohol is illegal for people under twenty.
341,きれい,kirei,na-adj.,"beautiful, pretty; clean",彼の家はいつもきれいだ。,His house is always clean.
342,立つ,tatsu,v.,stand,立ってください。,Please stand up.
343,毎日,mainichi,adv.,every day,毎日コーヒーを飲みます。,I drink coffee every day.
344,ために,tame ni,cp.,for,健康のために野菜をたくさん食べてい ます。,I eat a lot of vegetables for my health.
345,おいしい,oishii,i-adj.,"delicious, tasty",おいしい料理を食べた。,I had a delicious meal.
346,または,mata wa,conj.,or,これに塩またはしょうゆを付けて食べてくだ さい。,Please eat this with some salt or soy sauce added.
347,家族,kazoku,n.,family,クリスマスは毎年家族で過ごします。,I spend Christmas with my family every year.
348,に対する,ni taisuru,cp.,to; for; against,政府に対する抗議デモが行われる。,A demonstration against the government will take place.
349,部分,bubun,n.,"part, section",間違えた部分を修正してください。,Please correct the parts where you made errors.
350,一度,ichi do,n.,once,私は一度だけ沖縄へ行ったことがあります。,I have been to Okinawa only once.
351,結果,kekka,n.,result,調査の結果を報告します。,I’m going to report the results of the investigation.
352,じゃ,ja,conj.,"well, so, then",じゃ、また明日。,"So, see you tomorrow."
353,状況,joukyou,n.,"state of affairs, situation",困難な状況の中で、救助活動が続けられて いる。,Rescue efforts are continuing in difficult circumstances.
354,時代,jidai,n.,"time, era",内戦後、平和な時代になった。,"After the civil war, peace has returned."
355,少ない,sukunai,i-adj.,"a little, a few",日本では年収が六百万円以上ある三十代の 男性は少ない。,There are few men in their thirties in Japan who earn more than six million yen in a year.
356,他,hoka,n.,"another, other",その国は他の国に比べて資源が豊かだ。,The country is rich in natural resources in comparison to other countries.
357,うまい,umai,i-adj.,"delicious, tasty; good at",この酒はうまい。,This sake is tasty.
358,覚える,oboeru,v.,"learn, remember, memorize",酔っ払っていて、昨夜のことは何も覚えてい ない。,"I don’t remember anything about last night, because I got drunk."
359,東京,toukyou,n.,Tokyo,東京から大阪まで新幹線で約２時間半です。,It takes about two and a half hours from Tokyo to Osaka by bullet train.
360,てある,te aru,cp.,[describes a state resulting from someone’s action],このページに説明が書いてあります。,The explanation is written on this page.
361,続く,tsuzuku,v.,"continue, go on, last",この不景気は数年間続いている。,The recession has continued for several years.
362,における,ni oke ru,cp.,in,輸入牛肉が増えた結果、日本国内における 小売価格が下がった。,"As a result of the increase of imported beef, the retail price of beef in Japan went down."
363,俺,ore,pron.,I (used by male speakers),彼は「俺について来い」と言った。,"He said, “Follow me.”"
364,生まれる,umareru,v.,be born,昨日、赤ちゃんが生まれた。,The baby was born yesterday.
365,父,chichi,n.,father,父はガンで亡くなった。,My father died of cancer.
366,確か,tashika,"na-adj., adv.","sure, certain, reliable adv. maybe, probably; if I remember rightly, it’s my understanding that",彼の技術は確かだ。,His technique is reliable.
367,それぞれ,sorezore,n.,each,人にはそれぞれ良い時と悪い時がある。,Each of us has ups and downs.
368,方法,houhou,n.,"way, method",いい方法を思いつきました。,I came up with a good method.
369,はず,hazu,n.,"ought to, should",彼女は今頃そこへ着いているはずだ。,She should have arrived there by now.
370,説明（する）,setsumei(suru),n. v.,explanation<br>explain,詳しく説明してください。,Please explain it in detail.
371,なければいけない,nakere ba ike nai,cp.,"must, have to, need to",もっと勉強しなければいけないと思った。,I thought that I must study more.
372,部屋,heya,n.,room,自分の部屋に戻った。,I went back to my room.
373,ちょうど,choudo,adv.,"just, exactly",彼は五時ちょうどにここへ来た。,He came here at five o’clock exactly.
374,当然,touzen,"adv., n.","naturally, as a matter of course",そう考えるのも当然だ。,It is natural for you to think so.
375,大学,daigaku,n.,"university, college",私は地下鉄で大学へ通っている。,I go to university by subway.
376,ですから,desu kara,conj.,"so, therefore",これは重要なことですから、覚えておいてくだ さい。,"Please remember this, because it’s very important."
