Rank,Word,Part of Speech,English Translation,Phrase,English Phrase,Frequency
259,número,nm,number,o número de lobos tem aumentado em algumas regiões da Europa,The number of wolves has increased in some regions of Europe.,98
260,definir,v,to define,o Artigo 13º define a outra estrutura administrativa,The 13th Article defines the other administrative structure.,93
261,tarde,n/av,"late, afternoon","dois anos mais tarde, ele foi reeleito deputado por Paris","Two years later, he was reelected a member of parliament for Paris.",99
262,abrir,v,to open,o rapaz abriu a janela,The young man opened the window.,99
263,sociedade,nf,society,os tipos de crimes são determinados por cada sociedade,Types of crimes are determined by each society.,100
264,povo,nm,people,"3.2 mil anos atrás, Moisés libertava o povo hebreu da escravidão","3.2 thousand years ago, Moses freed the Hebrew people from slavery.",100
265,forte,na,"strong, stronghold",houve uma forte pressão internacional para que a Turquia fosse aceite,There was strong international pressure for Turkey to be accepted.,99
266,cabeça,nf,head,o padre baixou a cabeça e fechou os olhos,"The Father lowered his head, and shut his eyes.",99
267,altura,nf,"height, time period",a altura das girafas é insuperável em relação a outros animais,The height of giraffes is unsurpassed by that of other animals.,100
268,volta,nf,"return, turn","a população saiu às ruas, exigindo a volta do líder exilado","The population went to the streets, demanding the return of the exiled leader.",99
269,condição,nf,condition,sob condições ideais a incubação dá-se dentro de uma semana,"Under ideal conditions, incubation takes 1 week.",99
270,apesar,av,"despite, even though","apesar de várias tentativas, ele jamais conseguiu","Despite several attempts, he never succeeded.",99
271,valor,nm,"value, worth",a tarifa ficará equivalente a 10% do valor das passagens,The tariff will be equivalent to 10% of the ticket values.,99
272,mãe,nf,mother,a relação entre mãe e filho é fundamental para a estimulação infantil,The relationship between mother and child is fundamental to the child’s development.,100
273,servir,v,to serve,ele largou a faculdade de biologia para servir o Exército,He left his studies in Biology to serve in the Army.,100
274,pagar,v,to pay,o Congresso é sempre quem paga a conta,Congress is who always pays the bill.,99
275,causa,nf,cause,ainda não se sabe a causa da calamidade,The cause of the calamity is still unknown.,99
276,antigo,aj,"ancient, old, former",nas antigas culturas agrárias acreditava-se que o sacrifício humano favorecia especial- mente a fertilidade da terra,"In ancient cultures, human sacrifice was believed to increase the fertility of the land.",99
277,maneira,nf,"way, manner",essa foi a única maneira de fazer um bom trabalho,This was the only way to do a good job.,100
278,humano,na,human,a temperatura normal do corpo humano é de cerca de 36ºC,The normal temperature of the human body is about 36ºC.,99
279,sentido,nm,"sense, meaning, feeling",eu tenho um sexto sentido que nunca falha,I have a sixth sense that never fails me.,100
280,permitir,v,"to permit, allow",isso não é possível porque a lei não permite,That isn’t possible because the law doesn’t permit it.,99
281,deus,nm,god,minha crença em Deus e nos santos era toda espontânea e pessoal,My belief in God and in saints was completely voluntary and personal.,99
282,modo,nm,"manner, way, style",A evolução das espécies não ocorreu de modo uniforme,The evolution of the species didn’t occur in a uniform manner.,99
283,gente,nf,"people, we/us [BP]","lá havia gente de toda a sorte: velhos, moços, burgueses, operários, senhoras","There were people there of every sort: old, young, middle class, workers, and ladies.",95
284,imagem,nf,image,"o ídolo é a imagem, estátua ou símbolo de uma divindade falsa","An idol is the image, statue or symbol of a false god.",99
285,época,nf,"time period, epoch","na época da inflação alta, o mercado de crédito estava reprimido","In a period of high inflation, the credit market was suffering.",99
286,noite,nf,night,"podiam ter ido durante o dia mas preferiram ir à noite, à luz da lua","They could have gone during the day but preferred to go at night, by the light of the moon.",97
287,velho,aj,old,"Aos 77 anos, ele passou a ser o homem mais velho a viajar no espaço","At 77 years of age, he became the oldest man to travel in space.",99
288,cair,v,to fall,Tu estás aleijado porque caíste da árvore,You are injured because you fell down from the tree.,99
289,aquilo,pn,that (more remote) (NEUT),"desta forma, aquilo que apercebemos da realidade externa corresponde ao que existe","This way, that which we perceive about external reality corresponds with what exists.",98
290,projecto,nm,project,"o projecto, cuja execução esteve a cargo do consórcio Lusoponte, ficou concluído","The project, whose execution was the responsibility of the Lusopont group, was concluded.",98
291,final,na,"ending, end, final",eu estava a pensar num final feliz,I was thinking of a happy ending.,99
292,acreditar,v,to believe,não há razão para acreditar que isso esteja a acontecer,There is no reason to believe that this is happening.,99
293,jornal,nm,newspaper,foram estas as notícias que os jornais do dia seguinte trouxeram,That is the news the newspapers printed the next day.,99
294,razão,nf,reason,não há razão para temer essa situação,There is no reason to fear that situation.,99
295,espécie,nf,"type, species, kind",o Parque Florestal abriga mais de 200 espécies de aves,The Forestal Park is habitat to more than 200 species of birds.,99
296,junto,aj/av,together,Pois estamos conscientes que juntos teremos mais força,For we are aware that together we will be stronger.,99
297,preciso,aj,"necessary, precise",é preciso correr alguns riscos,It is necessary to run some risks.,100
298,século,nm,century,a sua prática foi recuperada no século XX,Its practice was recaptured in the 20th century.,98
299,precisar,v,to need,"se precisar de nós, é só telefonar","If you need us, just call us.",99
300,ler,v,to read,eu quero aprender a ler,I want to learn to read.,99
301,dinheiro,nm,money,o dinheiro assim poupado foi investido em escolas,The money thus saved was invested in schools.,98
302,talvez,av,maybe,amanhã talvez tudo mude,Maybe tomorrow everything will change.,99
303,plano,na,"plan, flat, smooth",ambos arquitetaram o plano de matar o milionário,Both elaborated on the plan to kill the millionaire.,99
304,nascer,v,to be born,os rios também nascem e morrem,Rivers also are born and die.,99
305,centro,nm,"center, downtown",Eu moro no centro da cidade,I live downtown.,99
306,partido,nm,(political) party,"o Partido Conservador, que está no poder, não cede ao Partido Liberal","The Conservative Party, which is in power, does not give in to the Liberal Party.",97
307,descobrir,v,to discover,não foi difícil descobrir quem fez o buraco na parede,It was not hard to discover who made the hole in the wall.,99
308,ouvir,v,to hear,ele não queria ouvir a voz de ninguém,He didn’t want to hear anyone’s voice.,97
309,ligar,v,"to connect, turn on",eles também podem ser usados para ligar dois ou mais fios entre si,They can also be used to connect two or more wires between them.,99
310,interesse,nm,interest,havia grande interesse pelo pau-brasil,There was great interest in brasilwood.,99
311,amigo,nm,friend,os amigos verdadeiros amam-se mútua e dedicadamente,True friends love each other mutually and with dedication.,99
312,seguinte,aj,following,no dia seguinte nós partimos,We left the following day.,99
313,termo,nm,term,"em química, o termo é por vezes utilizado para descrever um elemento","In chemistry, this term is sometimes used to describe an element.",99
314,mudar,v,to change,percebi que estava na hora de mudar a direção,He realized that it was time to change direction.,100
315,linha,nf,line,na linha do horizonte o mar e o céu juntavam-se,"On the line of the horizon, the sea and sky met.",99
316,medida,nf,measure (a m. que = to the degree/extent that),"isto acontece, pois, à medida que a carga no capacitor diminui",This happens to the degree that the charge in the capacitor decrease.,98
317,teatro,nm,theater,a peça tornou-se um marco no teatro do absurdo,The play became a benchmark of the theater of the absurd.,100
318,espaço,nm,"space, room","eles viviam na casa dela, onde havia espaço suficiente para uma família numerosa","They lived in her house, where there was enough room for a large family.",99
319,animal,nm,animal,"Entretanto, outros animais tão ferozes – e encantadores – habitaram a terra","In the meantime, other animals just as fierce – and enchanting – inhabited the land.",99
320,santo,na,"saint, holy","ele deve me julgar uma santa, a mais inocente das inocentes","He must think I’m a saint, the most innocent of the innocent.",97
321,acordo,nm,agreement,tudo vai marchando de acordo com os planos,Everything is working out according to plan.,98
322,olhar,v,to look (at),elas ficaram então a olhar uma para a outra com espanto,There they stayed looking at each other in astonishment.,96
323,necessário,aj,necessary,o oxigénio necessário à sobrevivência é produzido pelas plantas,The oxygen necessary for survival is produced by plants.,99
