Rank,Word,Part of Speech,English Translation,Phrase,English Phrase,Frequency
321,assez,adv,enough,les journées ne sont plus assez longues,the days are no longer long enough,77
322,risquer,v,to risk,un avocat ne viendra pas risquer sa vie,a lawyer won’t come here to risk his life,88
323,chacun,pro,each,"ils ont chacun leurs intérêts, leurs passions","they each have their own interests, passions",84
324,concerner,v,to concern,"en ce qui me concerne, je voudrais te féliciter","for my part, I would like to congratulate you",70
325,maison,nf,house,elle est revenue habiter à la maison,she came back to live at home,76
326,d’abord,adv,first of all,je voudrais d’abord savoir quel métier tu exerces,I would first of all like to know what you do for a living,83
327,apprendre,v,to learn,où as-tu appris le métier?,where did you learn your trade?,83
328,niveau,nm,level,ce niveau de collaboration ne sera pas maintenu,this level of cooperation will not be maintained,71
329,rencontrer,v,to meet,il rencontrera le pape au Vatican vendredi,he will meet the Pope at the Vatican on Friday,82
330,ton,"det, nm",your; tone,le ton était donné,the tone was sounded,57
331,æuvre,nf,"work, task",peu d’auteurs font référence à son æuvre,few authors cite his work,84
332,créer,v,to create,des malentendus nous créent des problèmes terribles,misunderstandings create horrible problems for us,77
333,état,nm,state,la police était en état d’alerte maximum,the police were in a full state of emergency,74
334,obtenir,v,"to get, obtain",j’essaierai d’obtenir la réponse pour demain,I will try to get the answer for tomorrow,79
335,clair,"adv, nadj",clear,"la nuit était froide et claire, sous la lune","the night was cold and clear, under the moon",86
336,chercher,v,to look for,je ne cherche pas la richesse,I am not seeking riches,76
337,entrer,v,"to enter, go in, come in",faut trouver le moyen d’ entrer dans le soussol,gotta find the way to enter into the basement,83
338,proposer,v,to propose,le jeune Français propose une promenade au parc,the young Frenchman proposed a stroll through the park,73
339,apporter,v,to bring,je vous ai apportée des fleurs de mon jardin,I brought you flowers from my garden,84
340,programme,nm,program,utilisons ce programme comme il se doit,let’s use this program the way it should be,69
341,loin,"adv, nm",far,tu es venu de si loin,you came from so far away,80
342,ligne,nf,line,il ne compte qu’une seule ligne de texte,it only has a single line of text,80
343,tête,nf,head,ma tête me gratte,my head is itchy,71
344,libre,adj(f),free,demain je suis libre toute la journée,tomorrow I’m free all day,87
345,utiliser,v,to use,il utilisait une sorte de rasoir,he was using some type of razor,68
346,atteindre,v,to reach,leur fortune atteindrait des milliards,their fortune would reach billions,82
347,tenter,v,"to tempt, try",il tente de sortir de l’Italie,he tried to leave Italy,85
348,tard,adv,late,"retournez au lit, il est tard","go back to bed, it’s late",82
349,enfin,adv,"at last, finally",elle avait enfin la réponse,she finally got the answer,74
350,différent,adj,different,c’est un bruit complètement différent,it’s a completely different noise,75
351,sorte,nf,"sort, kind",la boisson est une sorte de drogue,liquor is a kind of drug,79
352,cependant,"adv, conj",however,cette sécurité se trouve cependant menacée,"this security is, however, threatened",81
353,sujet,nm,"subject, topic",je cherchais un sujet de mémoire,I was looking for a thesis topic,73
354,importer,v,to import; to be important,il importait de ne pas répéter l’erreur,it’s important to not repeat the mistake,86
355,action,nf,action,le président devrait éviter des actions irréfléchies,the president should avoid rash actions,78
356,relation,nf,relationship,il y a là une relation intéressante à explorer,now there is an interesting relationship to explore,81
357,recherche,nf,"research, search",la recherche en santé peut se révéler extrêmement bénéfique,health research can be extremely beneficial,77
358,livre,"nm, nf",book,je me mis à feuilleter les livres,I began paging through the books,70
359,ajouter,v,to add,il ajouta à sa lettre une note,he added a note to his letter,74
360,ailleurs,adv,"elsewhere, somewhere else",les négociations décisives se tiennent ailleurs,the decisive negotiations are taking place elsewhere,84
361,vraiment,adv,"truly, really, very","très mauvais, c’est pas vraiment sexy","very bad, it’s not really sexy",70
362,doute,nm,doubt,il n’y a sans doute rien à voir,"without a doubt, there’s nothing to see",80
363,reste,nm,rest,"c’est tout. le reste, je m’en fous","that’s all. for the rest, I couldn’t give a sh*t",87
364,début,nm,beginning,je l’ai expliqué au début de mon discours,I explained it at the beginning of my talk,77
365,présence,nf,presence,j’ai besoin de sa présence; elle est mon ange,I need to be in her presence; she is my angel,88
366,nombreux,adj(pl),numerous,j’ai participé à de nombreux débats de ce genre,I have participated in numerous debates of this kind,78
367,produire,v,to product,nous devons produire quelque chose sur les terres en jachère,we must produce something with the fallow lands,81
368,préparer,v,to prepare,je vous prépare à manger?,should I prepare you some food?,89
369,forme,nf,form,les électrons ne sont plus sous forme de gaz,the electrons are no longer in the form of gas,79
370,décision,nf,decision,"parfois, vos décisions nous déçoivent",sometimes your decisions disappoint us,73
371,rôle,nm,role,il joue un rôle actif sur la scène internationale,he plays an active role in the international scene,79
372,dix,"det, nmi",ten,je patiente depuis dix minutes,I have been patiently waiting for ten minutes,81
373,produit,nm,product,de nouveaux marchés s’ouvrent ainsi aux produits français,new markets are thus opening to French products,79
374,américain,nadj,American,c’est la voie que les Américains ont choisie,it’s the path that the Americans have chosen,60
375,minute,nf,minute,vous ne pouvez pas attendre deux minutes,you can’t wait two minutes,81
376,relever,v,to raise,elle relevait la tête pour croiser mon regard,she lifted up her head to catch me looking at her,89
377,autant,adv,"as much, as many",il a une bonne raison pour tarder autant,he has a good reason for being so late,84
378,peuple,nm,people,ma vengeance va s’abattre sur votre peuple!,my vengeance will smite your people!,84
379,second,"adj, det, nm",second,j’ai écrit la seconde partie du roman avant la première,I wrote the second part of the novel before the first,84
380,prochain,nadj,next,je vous offre 50% sur votre billet prochain,I’ll offer you 50% off your next ticket,76
381,particulier,nadj,"particular, peculiar; person",j’ai un regard un peu particulier,I have a somewhat peculiar look,78
382,écrire,v,to write,c’est pour cela que j’écris,that’s why I’m writing,70
383,position,nf,position,ils ne changent pas de position à ce sujet,they aren’t changing positions on this subject,78
384,développement,nm,development,nous allons poursuivre le développement de nos activités,we will pursue the development of our activities,74
385,défendre,v,"to defend, forbid",je pensais que je pouvais me défendre,I thought I could defend myself,87
386,chef,nm,"head, leader, chief",vous surestimez le pouvoir des chefs d’Etat,you overestimate the power of the heads of state,71
387,économie,nf,economy,les exportations sont le moteur de notre économie,exports are what drive our economy,76
388,effort,nm,effort,ils doivent faire un effort pour nous comprendre,they have to make an effort to understand us,83
389,parmi,prep,among,il y en a un parmi vous qui est un démon,one among you is a demon,84
390,membre,nm,member,j’espère que tous les membres seront présents,I hope that all the members will be present,67
391,tirer,v,"to pull, fire","à mon ordre, tirez sur ce câble","when I give the word, pull on this cable",79
392,ancien,"adj, nm",ancient; former,je dis merci à tous les anciens combattants,I thank all the combat veterans,73
393,beau,"adj, nm","handsome, fine, right","ce sont là de belles paroles, mais des paroles creuses","those are pretty words, but empty ones",71
394,plein,"adv, nadj, prep",full,l’église est pleine,the church is full,81
395,juger,v,to judge,ce n’est pas à moi de juger ça,it’s not my place to judge that,84
396,éviter,v,to avoid,on ne peut évidemment pas l’éviter,we obviously can’t avoid that,86
397,soir,nm,evening,il est environ neuf heures du soir,it’s about nine o’clock in the evening,70
398,personnel,nadj,"personnel, personal",vous semblez vous inspirer de votre vie personnelle pour écrire,you seem to draw inspiration from your own personal life in writing,81
399,titre,nm,title,ils nous accuseront à juste titre,they are rightly accusing us,79
400,parti,nadj,party,il n’y a qu’un parti à blâmer,there’s only one party to blame,66
401,objet,nm,objective; object,Mathias remit l’objet dans sa poche,Mathias returned the object into his pocket,81
402,unique,adj(f),unique,j’ai longtemps cru que tu étais unique,I have long believed that you were unique,89
403,souhaiter,v,to wish,l’équipage vous souhaite un bon voyage,the crew wishes you a pleasant voyage,81
404,afin,,"in order to, so that",fixer des cordes afin de descendre en rappel,set some ropes so that you can rappel down,76
405,peine,nf,"effort, trouble",mes jambes ne me soutenaient qu’à peine,my legs barely kept me standing,78
406,malgré,prep,"despite, in spite of",nous serons bons amis malgré tout,we will be good friends in spite of it all,85
407,période,"nm, nf",period,j’étais amoureuse pendant une brève période de ma vie,I was in love for a brief period of my life,79
408,engager,v,"to hire, involve",nous sommes engagés dans un travail de réflexion,we’re involved in some reflective thinking,83
409,réaliser,v,"to realize, achieve",je réaliserai ton rêve,I will achieve your dream,82
410,parfois,adv,sometimes,il est parfois sage d’être un peu fou,sometimes it’s wise to be a little bit crazy,83
411,lors,adv,at the time of,je vous ai vu lors de votre dernière visite,I saw you at the time of our last visit,69
412,sérieux,nadj(pl),serious,"mon thème est sérieux, mais mon texte est rigolo","my topic is serious, but my text is comical",89
413,aider,v,"to help, assist","bonjour, je peux vous aider?","hello, can I help you?",76
414,voix,nf(pl),voice,"viens, me dit-elle d’une voix brève","come, she said in a curt voice",66
